fullname,mu,sigma,opp,opp_rating,result,date,score
Stade Rennes,1663.9182108,291.752894037,Stade de Reims,1336.0817892,1,2013-08-10T00:00:00,2-1
Stade Rennes,1428.5128981,263.983836944,Nice,1571.4871019,0,2013-08-17T00:00:00,2-1
Stade Rennes,1541.34763407,229.553206028,Evian Thonon Gaillard,1302.7264041,1,2013-08-24T00:00:00,1-2
Stade Rennes,1560.8351287,206.967561935,Lille,1608.01599979,0.5,2013-08-31T00:00:00,0-0
Stade Rennes,1519.63461629,191.377660324,Lyon,1397.26844657,0.5,2013-09-15T00:00:00,0-0
Stade Rennes,1563.43592862,180.111613102,AC Ajaccio,1279.09358614,1,2013-09-21T00:00:00,2-0
Stade Rennes,1558.72269388,167.856846382,Montpellier,1541.47574486,0.5,2013-09-26T00:00:00,0-0
Stade Rennes,1484.98497119,159.126382034,Nantes,1574.96764636,0,2013-09-29T00:00:00,1-3
Stade Rennes,1416.74673322,152.227126219,Guingamp,1496.33787117,0,2013-10-05T00:00:00,2-0
Stade Rennes,1386.92222808,149.953024705,Valenciennes,1222.58951145,0.5,2013-10-19T00:00:00,2-2
Stade Rennes,1477.92950764,148.443084504,Toulouse,1556.97228693,1,2013-10-26T00:00:00,0-5
Stade Rennes,1469.86219389,143.490673367,Marseille,1428.01922975,0.5,2013-11-02T00:00:00,1-1
Stade Rennes,1422.10003124,139.544343052,Bastia,1542.00427066,0,2013-11-09T00:00:00,1-0
Stade Rennes,1431.06002676,136.531740887,Bordeaux,1483.14007673,0.5,2013-11-23T00:00:00,1-1
