fullname,mu,sigma,opp,opp_rating,result,date,score
Ajax Amsterdam,1663.9182108,291.752894037,Roda JC Kerkrade,1336.0817892,1,2013-08-02T00:00:00,3-0
Ajax Amsterdam,1428.5128981,263.983836944,AZ Alkmaar,1571.4871019,0,2013-08-11T00:00:00,3-2
Ajax Amsterdam,1503.54327837,234.232702378,Feyenoord Rotterdam,1174.10077446,1,2013-08-18T00:00:00,2-1
Ajax Amsterdam,1507.78184198,209.412699672,Heerenveen,1517.5973,0.5,2013-08-23T00:00:00,3-3
Ajax Amsterdam,1510.84047491,190.510849995,FC Groningen,1519.43988844,0.5,2013-09-01T00:00:00,1-1
Ajax Amsterdam,1631.62948997,181.615731149,PEC Zwolle,1610.93681654,1,2013-09-14T00:00:00,2-1
Ajax Amsterdam,1589.32092598,173.39019375,Barcelona,1872.54558885,0,2013-09-18T00:00:00,4-0
Ajax Amsterdam,1517.27621243,162.875459557,PSV Eindhoven,1630.32966597,0,2013-09-22T00:00:00,4-0
Ajax Amsterdam,1579.9430707,154.84400421,Go Ahead Eagles,1463.1348172,1,2013-09-28T00:00:00,6-0
Ajax Amsterdam,1600.56942734,150.445743596,AC Milan,1704.51259086,0.5,2013-10-01T00:00:00,1-1
Ajax Amsterdam,1639.4691649,146.297385012,FC Utrecht,1438.28830783,1,2013-10-06T00:00:00,3-0
Ajax Amsterdam,1645.46536405,141.940276258,Twente Enschede,1677.48256445,0.5,2013-10-19T00:00:00,1-1
Ajax Amsterdam,1611.12791642,139.474436692,Celtic,1813.11497235,0,2013-10-22T00:00:00,2-1
Ajax Amsterdam,1569.78737674,142.211157519,RKC Waalwijk,1247.19412045,0.5,2013-10-26T00:00:00,0-0
Ajax Amsterdam,1521.2163648,138.586666596,Vitesse Arnhem,1633.19049602,0,2013-11-02T00:00:00,0-1
Ajax Amsterdam,1601.54519742,139.037525344,Celtic,1694.6994734,1,2013-11-06T00:00:00,1-0
Ajax Amsterdam,1627.56364541,138.164362407,NEC Nijmegen,1372.64558376,1,2013-11-10T00:00:00,0-3
Ajax Amsterdam,1654.39788835,137.157851407,SC Heracles Almelo,1410.98834582,1,2013-11-23T00:00:00,3-0
