fullname,mu,sigma,opp,opp_rating,result,date,score
Ross County,1336.0817892,291.752894037,Celtic,1663.9182108,0,2013-08-03T00:00:00,2-1
Ross County,1244.96326243,254.329313137,Partick Thistle,1591.11498554,0,2013-08-10T00:00:00,1-3
Ross County,1198.74656267,235.682481013,St Johnstone,1624.48965564,0,2013-08-17T00:00:00,4-0
Ross County,1338.53460394,213.780645485,St Mirren,1208.08336168,1,2013-08-24T00:00:00,3-0
Ross County,1348.21538282,193.309961864,Hibernian,1374.34741016,0.5,2013-08-31T00:00:00,0-0
Ross County,1294.18013843,180.237809747,Dundee United,1540.1262893,0,2013-09-15T00:00:00,2-4
Ross County,1410.94357682,173.189121811,Heart of Midlothian,1430.32457998,1,2013-09-21T00:00:00,2-1
Ross County,1374.81616366,166.155916811,Motherwell,1656.24476159,0,2013-09-28T00:00:00,3-1
Ross County,1478.46430069,161.786938709,Aberdeen,1519.05786155,1,2013-10-05T00:00:00,1-0
Ross County,1379.86098548,158.431699997,Kilmarnock,1339.46148961,0,2013-10-19T00:00:00,2-0
Ross County,1359.06173641,156.71661613,Celtic,1713.6646384,0,2013-11-09T00:00:00,1-4
Ross County,1312.0815221,150.356391449,St Mirren,1481.42744482,0,2013-11-17T00:00:00,2-1
Ross County,1317.19164198,145.087426909,Heart of Midlothian,1343.05881633,0.5,2013-11-23T00:00:00,2-2
