fullname,mu,sigma,opp,opp_rating,result,date,score
PSV Eindhoven,1500,350,Zulte-Waregem,-1,1,2013-07-30T00:00:00,2-0
PSV Eindhoven,1663.9182108,291.752894037,ADO Den Haag,1336.0817892,1,2013-08-03T00:00:00,2-3
PSV Eindhoven,1663.9182108,291.752894037,Zulte-Waregem,-1,1,2013-08-07T00:00:00,0-3
PSV Eindhoven,1722.85508374,263.968963767,NEC Nijmegen,1277.14491626,1,2013-08-10T00:00:00,5-0
PSV Eindhoven,1808.83505538,232.003164268,Go Ahead Eagles,1509.9770953,1,2013-08-17T00:00:00,3-0
PSV Eindhoven,1758.99843807,220.289156838,AC Milan,1625.062917,0.5,2013-08-20T00:00:00,1-1
PSV Eindhoven,1714.07243095,205.116559545,SC Heracles Almelo,1589.23010349,0.5,2013-08-24T00:00:00,1-1
PSV Eindhoven,1587.70422235,194.611016065,AC Milan,1665.07077795,0,2013-08-28T00:00:00,3-0
PSV Eindhoven,1569.32895775,181.297037821,Cambuur Leeuwarden,1508.96784391,0.5,2013-08-31T00:00:00,0-0
PSV Eindhoven,1561.0937736,169.510636487,Twente Enschede,1531.01366459,0.5,2013-09-14T00:00:00,2-2
PSV Eindhoven,1561.0937736,169.510636487,Ludogorets Razgrad,-1,0,2013-09-19T00:00:00,0-2
PSV Eindhoven,1630.32966597,160.109494638,Ajax Amsterdam,1517.27621243,1,2013-09-22T00:00:00,4-0
PSV Eindhoven,1552.90926631,154.130498455,AZ Alkmaar,1600.47541655,0,2013-09-28T00:00:00,2-1
PSV Eindhoven,1552.90926631,154.130498455,Chornomorets,-1,1,2013-10-03T00:00:00,0-2
PSV Eindhoven,1574.30566004,152.691327202,RKC Waalwijk,1232.73779525,1,2013-10-06T00:00:00,2-1
PSV Eindhoven,1512.0872714,146.921485013,FC Groningen,1592.88808004,0,2013-10-20T00:00:00,1-0
PSV Eindhoven,1512.0872714,146.921485013,Dinamo Zagreb,-1,0.5,2013-10-24T00:00:00,0-0
PSV Eindhoven,1449.6062709,142.734082065,Roda JC Kerkrade,1507.26620751,0,2013-10-27T00:00:00,2-1
PSV Eindhoven,1454.13693109,139.051674811,PEC Zwolle,1479.37047742,0.5,2013-11-02T00:00:00,1-1
PSV Eindhoven,1454.13693109,139.051674811,Dinamo Zagreb,-1,1,2013-11-07T00:00:00,2-0
PSV Eindhoven,1402.14838683,136.11343674,NAC Breda,1482.1967709,0,2013-11-10T00:00:00,2-1
PSV Eindhoven,1406.2902243,133.751327287,Heerenveen,1431.38730861,0.5,2013-11-23T00:00:00,1-1
