fullname,mu,sigma,opp,opp_rating,result,date,score
Everton,1500.0,291.750423517,Norwich City,1500.0,0.5,2013-08-17T00:00:00,2-2
Everton,1454.51435014,254.323061855,West Bromwich Albion,1381.56945149,0.5,2013-08-24T00:00:00,0-0
Everton,1482.95990768,225.97268925,Cardiff City,1540.74004577,0.5,2013-08-31T00:00:00,0-0
Everton,1647.31023651,210.765831687,Chelsea,1602.88958664,1,2013-09-14T00:00:00,1-0
Everton,1693.40432362,196.422019244,West Ham United,1372.316508,1,2013-09-21T00:00:00,2-3
Everton,1738.57584741,184.143848334,Newcastle United,1448.48723627,1,2013-09-30T00:00:00,3-2
Everton,1629.20323889,173.885701873,Manchester City,1651.71354658,0,2013-10-05T00:00:00,3-1
Everton,1690.56498909,163.216128574,Hull City,1534.64857281,1,2013-10-19T00:00:00,2-1
Everton,1727.91643195,156.987783807,Aston Villa,1485.48127888,1,2013-10-26T00:00:00,0-2
Everton,1721.14052396,150.273257806,Tottenham Hotspur,1689.30355721,0.5,2013-11-03T00:00:00,0-0
Everton,1666.69408236,154.159540141,Crystal Palace,1203.13504039,0.5,2013-11-09T00:00:00,0-0
