fullname,mu,sigma,opp,opp_rating,result,date,score
Guingamp,1336.0817892,291.752894037,Marseille,1663.9182108,0,2013-08-11T00:00:00,1-3
Guingamp,1277.14491626,263.968963767,St Etienne,1722.85508374,0,2013-08-17T00:00:00,1-0
Guingamp,1478.09086705,240.761604408,Lorient,1370.4903298,1,2013-08-24T00:00:00,2-0
Guingamp,1391.57260735,213.143520333,Paris Saint-Germain,1636.2729072,0,2013-08-31T00:00:00,2-0
Guingamp,1413.77265211,194.208892189,Bastia,1474.86752702,0.5,2013-09-14T00:00:00,1-1
Guingamp,1449.08650606,182.283828151,Stade de Reims,1568.48226243,0.5,2013-09-21T00:00:00,1-1
Guingamp,1485.62496018,173.842243733,Sochaux,1185.25345788,1,2013-09-25T00:00:00,5-1
Guingamp,1424.74181665,163.538543166,Nice,1585.71404396,0,2013-09-28T00:00:00,1-0
Guingamp,1496.33787117,155.427546612,Stade Rennes,1416.74673322,1,2013-10-05T00:00:00,2-0
Guingamp,1540.91402683,149.368597322,Evian Thonon Gaillard,1363.73657384,1,2013-10-19T00:00:00,1-2
Guingamp,1570.7877561,146.400848184,AC Ajaccio,1317.12152277,1,2013-10-26T00:00:00,2-1
Guingamp,1490.14248393,144.072744934,Lyon,1447.28461374,0,2013-11-02T00:00:00,2-0
Guingamp,1524.15749252,143.762338606,Lille,1737.66243619,0.5,2013-11-09T00:00:00,0-0
