fullname,mu,sigma,opp,opp_rating,result,date,score
RKC Waalwijk,1500.0,291.750423517,Twente Enschede,1500.0,0.5,2013-08-03T00:00:00,0-0
RKC Waalwijk,1682.09645747,254.330954643,Vitesse Arnhem,1481.8141544,1,2013-08-11T00:00:00,4-2
RKC Waalwijk,1542.67218599,225.814955528,AZ Alkmaar,1720.4087741,0,2013-08-17T00:00:00,1-2
RKC Waalwijk,1482.970037,212.038732426,NEC Nijmegen,1317.5714857,0.5,2013-08-24T00:00:00,2-2
RKC Waalwijk,1400.5704685,191.900212398,Go Ahead Eagles,1590.80802047,0,2013-08-31T00:00:00,1-4
RKC Waalwijk,1354.42714637,180.562532316,FC Utrecht,1633.97528439,0,2013-09-15T00:00:00,2-1
RKC Waalwijk,1298.25944525,169.031907659,FC Groningen,1496.60142573,0,2013-09-21T00:00:00,4-1
RKC Waalwijk,1255.78421666,161.392694096,SC Heracles Almelo,1489.56729253,0,2013-09-28T00:00:00,1-4
RKC Waalwijk,1232.73779525,158.65753393,PSV Eindhoven,1574.30566004,0,2013-10-06T00:00:00,2-1
RKC Waalwijk,1197.14199782,153.442256155,Roda JC Kerkrade,1438.99928919,0,2013-10-19T00:00:00,1-2
RKC Waalwijk,1247.19412045,154.497753045,Ajax Amsterdam,1569.78737674,0.5,2013-10-26T00:00:00,0-0
RKC Waalwijk,1343.94748434,152.153303834,NAC Breda,1425.77637683,1,2013-11-01T00:00:00,3-0
RKC Waalwijk,1294.63446714,146.388637998,Heerenveen,1435.93481285,0,2013-11-08T00:00:00,5-2
RKC Waalwijk,1385.79900995,145.808172569,Feyenoord Rotterdam,1492.93694705,1,2013-11-24T00:00:00,1-0
