fullname,mu,sigma,opp,opp_rating,result,date,score
Partick Thistle,1500.0,291.750423517,Dundee United,1500.0,0.5,2013-08-02T00:00:00,0-0
Partick Thistle,1591.11498554,254.324638642,Ross County,1244.96326243,1,2013-08-10T00:00:00,1-3
Partick Thistle,1560.3320599,225.104159937,Heart of Midlothian,1498.2504582,0.5,2013-08-16T00:00:00,1-1
Partick Thistle,1443.89226492,203.071425205,Motherwell,1587.65043458,0,2013-08-24T00:00:00,1-0
Partick Thistle,1486.58624592,191.288663014,St Mirren,1159.01337106,1,2013-08-31T00:00:00,1-2
Partick Thistle,1413.89745252,176.558739296,Aberdeen,1580.22094465,0,2013-09-14T00:00:00,0-3
Partick Thistle,1383.87540722,168.900345307,Kilmarnock,1261.59091508,0.5,2013-09-21T00:00:00,1-1
Partick Thistle,1377.78964652,159.940191951,St Johnstone,1352.54120153,0.5,2013-09-28T00:00:00,1-1
Partick Thistle,1330.30853392,153.090490768,Hibernian,1509.82248869,0,2013-10-07T00:00:00,0-1
Partick Thistle,1426.22674444,152.139057899,Inverness Caledonian Thistle,1511.77096224,1,2013-10-20T00:00:00,1-2
Partick Thistle,1411.8500921,152.867164869,Celtic,1827.56565459,0,2013-10-27T00:00:00,1-2
Partick Thistle,1384.8028376,150.017502711,Aberdeen,1669.57405915,0,2013-11-04T00:00:00,4-0
Partick Thistle,1329.42633944,144.929402714,St Mirren,1436.27178998,0,2013-11-09T00:00:00,0-3
Partick Thistle,1310.7204726,144.898754144,Dundee United,1650.16384622,0,2013-11-23T00:00:00,4-1
