fullname,mu,sigma,opp,opp_rating,result,date,score
Twente Enschede,1500.0,291.750423517,RKC Waalwijk,1500.0,0.5,2013-08-03T00:00:00,0-0
Twente Enschede,1591.11498554,254.324638642,Feyenoord Rotterdam,1244.96326243,1,2013-08-11T00:00:00,1-4
Twente Enschede,1662.29877189,227.681581255,FC Utrecht,1337.70122811,1,2013-08-18T00:00:00,6-0
Twente Enschede,1523.21002632,207.069971649,Vitesse Arnhem,1625.39711017,0,2013-08-25T00:00:00,1-0
Twente Enschede,1522.0760689,188.969863715,Heerenveen,1518.81652394,0.5,2013-08-31T00:00:00,1-1
Twente Enschede,1531.01366459,174.732167784,PSV Eindhoven,1561.0937736,0.5,2013-09-14T00:00:00,2-2
Twente Enschede,1595.8271694,164.572241136,SC Heracles Almelo,1444.20506577,1,2013-09-21T00:00:00,0-3
Twente Enschede,1642.95565137,156.892618131,FC Groningen,1448.26158748,1,2013-09-29T00:00:00,5-0
Twente Enschede,1683.86293175,151.19358732,Cambuur Leeuwarden,1478.53189894,1,2013-10-04T00:00:00,0-1
Twente Enschede,1677.48256445,145.544853637,Ajax Amsterdam,1645.46536405,0.5,2013-10-19T00:00:00,1-1
Twente Enschede,1584.30461131,146.2701657,ADO Den Haag,1453.04192104,0,2013-10-26T00:00:00,3-2
Twente Enschede,1557.5320016,144.3225192,NEC Nijmegen,1402.66011403,0.5,2013-11-02T00:00:00,2-2
Twente Enschede,1547.08047347,140.463394343,PEC Zwolle,1489.61517299,0.5,2013-11-10T00:00:00,1-1
Twente Enschede,1588.23510842,137.297407823,NAC Breda,1440.54497739,1,2013-11-24T00:00:00,5-2
