fullname,mu,sigma,opp,opp_rating,result,date,score
SC Heracles Almelo,1336.0817892,291.752894037,Vitesse Arnhem,1663.9182108,0,2013-08-04T00:00:00,3-1
SC Heracles Almelo,1277.14491626,263.968963767,PEC Zwolle,1722.85508374,0,2013-08-10T00:00:00,1-3
SC Heracles Almelo,1529.87318676,251.107129161,Heerenveen,1522.17577987,1,2013-08-18T00:00:00,2-4
SC Heracles Almelo,1589.23010349,225.840409186,PSV Eindhoven,1714.07243095,0.5,2013-08-24T00:00:00,1-1
SC Heracles Almelo,1635.59952529,208.944455326,ADO Den Haag,1287.35070839,1,2013-08-31T00:00:00,1-0
SC Heracles Almelo,1519.82841188,191.162482398,Cambuur Leeuwarden,1613.6408516,0,2013-09-14T00:00:00,2-0
SC Heracles Almelo,1444.20506577,175.823614537,Twente Enschede,1595.8271694,0,2013-09-21T00:00:00,0-3
SC Heracles Almelo,1489.56729253,166.408167967,RKC Waalwijk,1255.78421666,1,2013-09-28T00:00:00,1-4
SC Heracles Almelo,1419.76556751,157.708376054,NAC Breda,1518.96100853,0,2013-10-05T00:00:00,2-1
SC Heracles Almelo,1394.81596141,152.95960277,NEC Nijmegen,1272.25657314,0.5,2013-10-20T00:00:00,1-1
SC Heracles Almelo,1481.20136337,149.648434792,Feyenoord Rotterdam,1515.22944587,1,2013-10-27T00:00:00,1-2
SC Heracles Almelo,1440.03213918,144.85687658,FC Groningen,1616.63270799,0,2013-11-09T00:00:00,0-3
SC Heracles Almelo,1410.98834582,142.532786059,Ajax Amsterdam,1654.39788835,0,2013-11-23T00:00:00,3-0
