fullname,mu,sigma,opp,opp_rating,result,date,score
Stoke City,1336.0817892,291.752894037,Liverpool,1663.9182108,0,2013-08-17T00:00:00,1-0
Stoke City,1468.45553575,250.35836702,Crystal Palace,1203.70804265,1,2013-08-24T00:00:00,2-1
Stoke City,1603.76100974,223.084282827,West Ham United,1427.14856373,1,2013-08-31T00:00:00,0-1
Stoke City,1596.70166394,201.104218877,Manchester City,1578.89134414,0.5,2013-09-14T00:00:00,0-0
Stoke City,1552.71049163,188.740516327,Arsenal,1863.06184132,0,2013-09-22T00:00:00,3-1
Stoke City,1432.07482749,179.297678289,Norwich City,1440.04429991,0,2013-09-29T00:00:00,0-1
Stoke City,1322.71461758,171.401132571,Fulham,1327.27999103,0,2013-10-05T00:00:00,1-0
Stoke City,1356.1311976,165.029972196,West Bromwich Albion,1500.88594142,0.5,2013-10-19T00:00:00,0-0
Stoke City,1327.66938132,160.47882198,Manchester United,1633.68723318,0,2013-10-26T00:00:00,3-2
Stoke City,1373.87086098,159.307458823,Southampton,1628.72220667,0.5,2013-11-02T00:00:00,1-1
Stoke City,1381.90673506,152.039140112,Swansea City,1418.6479334,0.5,2013-11-10T00:00:00,3-3
