mu,sigma,opp,result,date
1662.30921683,290.317463857,Toulouse,glicko.glicko2.Rating(mu=1500.000, sigma=350.000, volatility=0.060),1,2013-08-10T00:00:00
1433.06223648,260.48659262,Bastia,glicko.glicko2.Rating(mu=1337.691, sigma=290.317, volatility=0.060),0,2013-08-17T00:00:00
1384.5770333,236.611057053,Marseille,glicko.glicko2.Rating(mu=1751.754, sigma=251.258, volatility=0.060),0,2013-08-24T00:00:00
1282.74896629,207.860999399,Lorient,glicko.glicko2.Rating(mu=1375.115, sigma=235.210, volatility=0.060),0,2013-08-31T00:00:00
1252.74777875,195.13710042,St Etienne,glicko.glicko2.Rating(mu=1621.536, sigma=206.122, volatility=0.060),0,2013-09-14T00:00:00
1228.75349947,185.106627473,Nice,glicko.glicko2.Rating(mu=1616.207, sigma=182.503, volatility=0.060),0,2013-09-22T00:00:00
1214.84137972,179.307265691,Paris Saint-Germain,glicko.glicko2.Rating(mu=1696.114, sigma=168.064, volatility=0.060),0,2013-09-25T00:00:00
1143.82726117,163.037788559,Sochaux,glicko.glicko2.Rating(mu=1200.284, sigma=157.323, volatility=0.060),0,2013-09-28T00:00:00
1195.92589434,158.449666664,Stade de Reims,glicko.glicko2.Rating(mu=1573.051, sigma=155.041, volatility=0.060),0.5,2013-10-05T00:00:00
1229.51812241,150.055704393,Stade Rennes,glicko.glicko2.Rating(mu=1438.132, sigma=136.328, volatility=0.060),0.5,2013-10-19T00:00:00
1196.87204717,141.038417844,Evian Thonon Gaillard,glicko.glicko2.Rating(mu=1381.730, sigma=126.535, volatility=0.060),0,2013-10-26T00:00:00
1260.2091286,133.244848208,AC Ajaccio,glicko.glicko2.Rating(mu=1327.771, sigma=126.740, volatility=0.060),1,2013-11-02T00:00:00
1283.5003694,127.779857045,Montpellier,glicko.glicko2.Rating(mu=1477.651, sigma=115.824, volatility=0.060),0.5,2013-11-09T00:00:00
