fullname,mu,sigma,opp,opp_rating,result,date,score
Barcelona,1663.9182108,291.752894037,Levante,1336.0817892,1,2013-08-18T00:00:00,7-0
Barcelona,1722.85508374,263.968963767,Malaga,1277.14491626,1,2013-08-25T00:00:00,0-1
Barcelona,1786.762246,237.206225627,Valencia,1421.37766564,1,2013-09-01T00:00:00,2-3
Barcelona,1811.48898755,228.165731159,Sevilla FC,1299.47794409,1,2013-09-14T00:00:00,3-2
Barcelona,1811.48898755,228.165731159,Ajax Amsterdam,-1,1,2013-09-18T00:00:00,4-0
Barcelona,1826.99958317,223.927908631,Rayo Vallecano,1243.48093299,1,2013-09-21T00:00:00,0-4
Barcelona,1882.77740491,203.440357107,Real Sociedad,1588.75667369,1,2013-09-24T00:00:00,4-1
Barcelona,1894.70802624,202.092955561,Almeria,1314.03347264,1,2013-09-28T00:00:00,0-2
Barcelona,1894.70802624,202.092955561,Celtic,-1,1,2013-10-01T00:00:00,0-1
Barcelona,1912.98069166,197.821027179,Real Valladolid,1427.57787207,1,2013-10-05T00:00:00,4-1
Barcelona,1828.38520916,196.770150542,Osasuna,1437.49507926,0.5,2013-10-19T00:00:00,0-0
Barcelona,1775.19639154,186.653085511,AC Milan,1591.87241758,0.5,2013-10-22T00:00:00,1-1
Barcelona,1878.78648983,174.15989392,Real Madrid,1831.12591577,1,2013-10-26T00:00:00,2-1
Barcelona,1889.00652018,174.981820982,Celta Vigo,1350.73508894,1,2013-10-29T00:00:00,0-3
Barcelona,1907.17985563,172.604145657,Espanyol,1484.79256516,1,2013-11-01T00:00:00,1-0
Barcelona,1921.69226041,171.712282963,AC Milan,1461.94147806,1,2013-11-06T00:00:00,3-1
Barcelona,1929.89533391,173.406951229,Real Betis,1360.45903051,1,2013-11-10T00:00:00,1-4
Barcelona,1950.86468874,170.007406634,Granada,1565.45414289,1,2013-11-23T00:00:00,4-0
