mu,sigma,opp,result,date
1500,350,,,
1337.69078745,290.31746003,Atletico Madrid,0,2013-08-18T00:00:00
1337.69078745,247.461044398,Levante,0.5,2013-08-25T00:00:00
1324.26319048,217.48558273,Malaga,0.5,2013-09-01T00:00:00
1302.88325874,207.873243633,Barcelona,0,2013-09-14T00:00:00
1210.42964507,185.059937941,Valencia,0,2013-09-22T00:00:00
1288.3495926,168.839545812,Rayo Vallecano,1,2013-09-25T00:00:00
1333.13135127,160.952440107,Real Sociedad,0.5,2013-09-28T00:00:00
1392.94999297,149.333585198,SC Freiburg,1,2013-10-03T00:00:00
1433.48104863,140.3001748,Almeria,1,2013-10-06T00:00:00
1432.36457929,132.279798021,Real Valladolid,0.5,2013-10-20T00:00:00
1470.36680991,125.697504457,Osasuna,1,2013-10-27T00:00:00
1460.22083742,123.149635295,Real Madrid,0,2013-10-30T00:00:00
1414.36991392,117.854992084,Celta Vigo,0,2013-11-02T00:00:00
