fullname,mu,sigma,opp,opp_rating,result,date,score
Chelsea,1663.9182108,291.752894037,Hull City,1336.0817892,1,2013-08-18T00:00:00,2-0
Chelsea,1796.29195735,250.35836702,Aston Villa,1531.54446425,1,2013-08-21T00:00:00,2-1
Chelsea,1766.95866018,225.765718457,Manchester United,1704.35861538,0.5,2013-08-26T00:00:00,0-0
Chelsea,1602.88958664,210.627276062,Everton,1647.31023651,0,2013-09-14T00:00:00,1-0
Chelsea,1602.88958664,210.627276062,FC Basel,-1,0,2013-09-18T00:00:00,1-2
Chelsea,1638.35118823,199.52210299,Fulham,1260.66894392,1,2013-09-21T00:00:00,2-0
Chelsea,1652.35282578,183.014414444,Tottenham Hotspur,1695.26014674,0.5,2013-09-28T00:00:00,1-1
Chelsea,1652.35282578,183.014414444,Steaua Bucuresti,-1,1,2013-10-01T00:00:00,0-4
Chelsea,1691.23587609,173.939423878,Norwich City,1402.35496716,1,2013-10-06T00:00:00,1-3
Chelsea,1719.4824835,168.580709133,Cardiff City,1386.00722343,1,2013-10-19T00:00:00,4-1
Chelsea,1766.54579201,160.049813267,Schalke 04,1561.81115848,1,2013-10-22T00:00:00,0-3
Chelsea,1814.59986849,153.016729749,Manchester City,1639.19904396,1,2013-10-27T00:00:00,2-1
Chelsea,1708.32193816,153.748524475,Newcastle United,1546.79576338,0,2013-11-02T00:00:00,2-0
Chelsea,1749.13965791,148.384647023,Schalke 04,1556.22646733,1,2013-11-06T00:00:00,3-0
Chelsea,1715.6393117,147.358950791,West Bromwich Albion,1517.15847253,0.5,2013-11-09T00:00:00,2-2
Chelsea,1732.29282999,147.776512582,West Ham United,1360.63808628,1,2013-11-23T00:00:00,0-3
