fullname,mu,sigma,opp,opp_rating,result,date,score
Kilmarnock,1336.0817892,291.752894037,Aberdeen,1663.9182108,0,2013-08-03T00:00:00,2-1
Kilmarnock,1424.30356493,263.970188296,St Johnstone,1575.69643507,0.5,2013-08-11T00:00:00,0-0
Kilmarnock,1403.02817938,233.865264217,St Mirren,1362.28923244,0.5,2013-08-17T00:00:00,1-1
Kilmarnock,1264.14586484,210.708508431,Hibernian,1383.30845839,0,2013-08-24T00:00:00,1-2
Kilmarnock,1230.60627676,200.188504289,Motherwell,1619.59484615,0,2013-08-31T00:00:00,2-1
Kilmarnock,1222.55898141,200.892447256,Inverness Caledonian Thistle,1881.64490124,0,2013-09-14T00:00:00,1-2
Kilmarnock,1261.59091508,186.569407008,Partick Thistle,1383.87540722,0.5,2013-09-21T00:00:00,1-1
Kilmarnock,1250.9005747,186.650520406,Celtic,1817.90559508,0,2013-09-28T00:00:00,2-5
Kilmarnock,1220.03120131,178.918763438,Dundee United,1561.57570256,0,2013-10-05T00:00:00,1-0
Kilmarnock,1339.46148961,171.846908793,Ross County,1379.86098548,1,2013-10-19T00:00:00,2-0
Kilmarnock,1403.85619975,161.259868868,Heart of Midlothian,1269.10326367,1,2013-10-26T00:00:00,2-0
Kilmarnock,1359.46064039,154.612888503,Inverness Caledonian Thistle,1560.39735025,0,2013-11-02T00:00:00,2-1
Kilmarnock,1324.07946591,149.950832817,St Johnstone,1554.43048351,0,2013-11-09T00:00:00,3-1
Kilmarnock,1295.97140229,147.126893635,Motherwell,1561.97534408,0,2013-11-23T00:00:00,0-2
