fullname,mu,sigma,opp,opp_rating,result,date,score
Newcastle United,1336.0817892,291.752894037,Manchester City,1663.9182108,0,2013-08-19T00:00:00,4-0
Newcastle United,1424.30356493,263.970188296,West Ham United,1575.69643507,0.5,2013-08-24T00:00:00,0-0
Newcastle United,1542.48745259,230.379492546,Fulham,1310.3052072,1,2013-08-31T00:00:00,1-0
Newcastle United,1621.75582723,206.549068802,Aston Villa,1376.51834461,1,2013-09-14T00:00:00,1-2
Newcastle United,1492.12163466,192.232915125,Hull City,1546.4787919,0,2013-09-21T00:00:00,2-3
Newcastle United,1448.48723627,181.135142171,Everton,1738.57584741,0,2013-09-30T00:00:00,3-2
Newcastle United,1527.49747601,169.060163127,Cardiff City,1412.91420921,1,2013-10-05T00:00:00,1-2
Newcastle United,1545.80699167,161.484668931,Liverpool,1623.68759303,0.5,2013-10-19T00:00:00,2-2
Newcastle United,1426.36970439,162.904039215,Sunderland,1236.56081946,0,2013-10-27T00:00:00,2-1
Newcastle United,1546.79576338,162.393585603,Chelsea,1708.32193816,1,2013-11-02T00:00:00,2-0
Newcastle United,1632.19052637,155.732754981,Tottenham Hotspur,1615.7047545,1,2013-11-10T00:00:00,0-1
